#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,110.0,31000.0,Deuta Pública Intereses,,110.0,3.0,9933.78,14571.41,24505.19,9933.78
,110.0,91200.0,Deuta Pública.Amortización de préstamos a corto plazo de entes de fuera del sector público. Deudas a corto plazo con entidades de crédito.,,110.0,9.0,0.0,277432.09,277432.09,276740.24
,110.0,9120103.0,Deuta Pública Ptmo BCL 2006 Hipódromo 45026555,,110.0,9.0,385703.12,0.0,385703.12,385703.12
,1360.0,12000.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo A1,,1360.0,1.0,14972.58,0.0,14972.58,15032.29
,1360.0,12001.0,Servei de Prevenció i Extinció d´Incendis Sueldos del Grupo A2,,1360.0,1.0,13166.02,0.0,13166.02,0.0
,1360.0,12003.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C1,,1360.0,1.0,10083.76,0.0,10083.76,10247.69
,1360.0,12004.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C2,,1360.0,1.0,410264.64,-27291.04,382973.6,327666.56
,1360.0,12006.0,Servei de Prevenció i Extinció d´Incendis. Trienios,,1360.0,1.0,61920.37,0.0,61920.37,61241.0
,1360.0,12100.0,Servei de Prevenció i Extinció d´Incendis. Complemento de destino,,1360.0,1.0,242004.56,0.0,242004.56,190375.85
,1360.0,12101.0,Servei de Prevenció i Extinció d´Incendis. Complemento específico,,1360.0,1.0,623120.84,0.0,623120.84,479341.82
,1360.0,12103.0,Servei de Prevenció i Extinció d´Incendis. Otros complementos,,1360.0,1.0,35533.44,0.0,35533.44,57126.83
,1360.0,15001.0,Servei de Prevenció i Extinció d´Incendis. Productivitat funcionàris,,1360.0,1.0,154530.0,0.0,154530.0,129117.47
,1360.0,15100.0,"Servei de Prevenció i Extinció d´Incendis. Ad,.General Gratificacions",,1360.0,1.0,245733.0,0.0,245733.0,422178.38
,1360.0,16000.0,Servei de Prevenció i Extinció d´Incendis. Seguridad Social,,1360.0,1.0,717176.76,-182001.83,535174.93,475267.29
,1360.0,16008.0,Servei de Prevenció i Extinció d´Incendis. Asistencia médico-farmacéutica,,1360.0,1.0,6000.0,0.0,6000.0,3830.34
,1360.0,20500.0,Servei de Prevenció i Extinció d´Incendis.Arrendaments. Mobiliari i estris,,1360.0,2.0,0.0,0.0,0.0,181.5
,1360.0,21200.0,Servei de Prevenció i Extinció d´Incendis.Repar. Manteniment i conserv. edificis i altres,,1360.0,2.0,0.0,0.0,0.0,1559.57
,1360.0,21300.0,Servei de Prevenció i Extinció d´Incendis. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1360.0,2.0,40000.0,0.0,40000.0,20815.12
,1360.0,21400.0,Servei de Prevenció i Extinció d´Incendis Reparac. Manten. i Conserv. Mat. Transport,,1360.0,2.0,40000.0,0.0,40000.0,48121.4
,1360.0,22000.0,Servei de Prevenció i Extinció d´Incendis.Ordinario no inventariable,,1360.0,2.0,0.0,0.0,0.0,26.54
,1360.0,22101.0,Servei de Prevenció i Extinció d´Incendis Agua,,1360.0,2.0,5000.0,0.0,5000.0,703.52
,1360.0,22102.0,Servei de Prevenció i Extinció d´Incendis Gas,,1360.0,2.0,2000.0,0.0,2000.0,818.49
,1360.0,22104.0,Servei de Prevenció i Extinció d´Incendis. Vestuario,,1360.0,2.0,90000.0,0.0,90000.0,19522.89
,1360.0,22106.0,Servei de Prevenció i Extinció d´Incendis.Productos farmacéuticos y material sanitario,,1360.0,2.0,0.0,0.0,0.0,895.81
,1360.0,22109.0,Servei de Prevenció i Extinció d´Incendis. Material especial,,1360.0,2.0,36000.0,0.0,36000.0,0.0
,1360.0,22110.0,Servei de Prevenció i Extinció d´Incendis.Productos de limpieza y aseo,,1360.0,2.0,0.0,0.0,0.0,2731.8
