#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,110.0,31000.0,Deuta Pública Intereses,,110.0,3.0,41975.44,,41975.44,41975.44
,110.0,9120103.0,Deuta Pública Ptmo BCL 2006 Hipódromo 45026555,,110.0,9.0,385703.32,,385703.32,385703.32
,1360.0,12000.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo A1,,1360.0,1.0,15162.6,,15162.6,15162.6
,1360.0,12003.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C1,,1360.0,1.0,10294.97,,10294.97,10294.97
,1360.0,12004.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C2,,1360.0,1.0,323848.89,,323848.89,312144.82
,1360.0,12006.0,Servei de Prevenció i Extinció d´Incendis. Trienios,,1360.0,1.0,59765.52,,59765.52,58155.95
,1360.0,12100.0,Servei de Prevenció i Extinció d´Incendis. Complemento de destino,,1360.0,1.0,190290.2,,190290.2,183778.73
,1360.0,12101.0,Servei de Prevenció i Extinció d´Incendis. Complemento específico,,1360.0,1.0,484971.85,,484971.85,466660.67
,1360.0,12103.0,Servei de Prevenció i Extinció d´Incendis. Otros complementos,,1360.0,1.0,26800.08,,26800.08,75596.26
,1360.0,12700.0,Servei de Prevenció i Extinció d´Incendis.Contribuciones a planes y fondos de pensiones funcionaris,,1360.0,1.0,,26300.0,26300.0,26205.86
,1360.0,15001.0,Servei de Prevenció i Extinció d´Incendis. Productivitat funcionàris,,1360.0,1.0,118230.72,,118230.72,117358.73
,1360.0,15100.0,"Servei de Prevenció i Extinció d´Incendis. Ad,.General Gratificacions",,1360.0,1.0,245733.0,37000.0,282733.0,352624.25
,1360.0,16000.0,Servei de Prevenció i Extinció d´Incendis. Seguridad Social,,1360.0,1.0,546355.51,,546355.51,466896.35
,1360.0,16008.0,Servei de Prevenció i Extinció d´Incendis. Asistencia médico-farmacéutica,,1360.0,1.0,6000.0,,6000.0,5262.0
,1360.0,20200.0,Servei de Prevenció i Extinció d´Incendis.Lloguers,,1360.0,2.0,,,,352.0
,1360.0,20500.0,Servei de Prevenció i Extinció d´Incendis.Arrendaments. Mobiliari i estris,,1360.0,2.0,,,,248.0
,1360.0,21200.0,Servei de Prevenció i Extinció d´Incendis Repar. Manteniment i conserv. edificis i altres,,1360.0,2.0,83000.0,,83000.0,353.58
,1360.0,21300.0,Servei de Prevenció i Extinció d´Incendis. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1360.0,2.0,33000.0,,33000.0,12034.73
,1360.0,21400.0,Servei de Prevenció i Extinció d´Incendis Reparac. Manten. i Conserv. Mat. Transport,,1360.0,2.0,18000.0,,18000.0,37693.89
,1360.0,21500.0,Servei de Prevenció i Extinció d´Incendis. Repar. Manteniment i conserv. Mobilliari i béns,,1360.0,2.0,10000.0,,10000.0,1056.54
,1360.0,22002.0,"Servei de Prevenció i Extinció d´Incendis.Material, informático no inventariable",,1360.0,2.0,,,,24.4
,1360.0,22101.0,Servei de Prevenció i Extinció d´Incendis Agua,,1360.0,2.0,5000.0,,5000.0,1427.83
,1360.0,22102.0,Servei de Prevenció i Extinció d´Incendis Gas,,1360.0,2.0,2000.0,,2000.0,117.9
,1360.0,22103.0,Servei de Prevenció i Extinció d´Incendis.Combustibles y carburantes,,1360.0,2.0,,,,864.52
,1360.0,22104.0,Servei de Prevenció i Extinció d´Incendis. Vestuario,,1360.0,2.0,33048.0,,33048.0,19339.4
