#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,110.0,31000.0,Deuta Pública Intereses,,110.0,3.0,9933.78,14571.41,24505.19,0.0
,110.0,91200.0,Deuta Pública.Amortización de préstamos a corto plazo de entes de fuera del sector público. Deudas a corto plazo con entidades de crédito.,,110.0,9.0,0.0,277432.09,277432.09,276740.24
,110.0,9120103.0,Deuta Pública Ptmo BCL 2006 Hipódromo 45026555,,110.0,9.0,385703.12,0.0,385703.12,0.0
,1360.0,12000.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo A1,,1360.0,1.0,14972.58,0.0,14972.58,3394.08
,1360.0,12001.0,Servei de Prevenció i Extinció d´Incendis Sueldos del Grupo A2,,1360.0,1.0,13166.02,0.0,13166.02,0.0
,1360.0,12003.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C1,,1360.0,1.0,10083.76,0.0,10083.76,2203.53
,1360.0,12004.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C2,,1360.0,1.0,410264.64,0.0,410264.64,60092.55
,1360.0,12006.0,Servei de Prevenció i Extinció d´Incendis. Trienios,,1360.0,1.0,61920.37,0.0,61920.37,12101.07
,1360.0,12100.0,Servei de Prevenció i Extinció d´Incendis. Complemento de destino,,1360.0,1.0,242004.56,0.0,242004.56,35407.35
,1360.0,12101.0,Servei de Prevenció i Extinció d´Incendis. Complemento específico,,1360.0,1.0,623120.84,0.0,623120.84,95530.38
,1360.0,12103.0,Servei de Prevenció i Extinció d´Incendis. Otros complementos,,1360.0,1.0,35533.44,0.0,35533.44,24773.97
,1360.0,15001.0,Servei de Prevenció i Extinció d´Incendis. Productivitat funcionàris,,1360.0,1.0,154530.0,0.0,154530.0,26116.9
,1360.0,15100.0,"Servei de Prevenció i Extinció d´Incendis. Ad,.General Gratificacions",,1360.0,1.0,245733.0,0.0,245733.0,102574.31
,1360.0,16000.0,Servei de Prevenció i Extinció d´Incendis. Seguridad Social,,1360.0,1.0,717176.76,0.0,717176.76,88208.89
,1360.0,16008.0,Servei de Prevenció i Extinció d´Incendis. Asistencia médico-farmacéutica,,1360.0,1.0,6000.0,0.0,6000.0,0.0
,1360.0,21300.0,Servei de Prevenció i Extinció d´Incendis. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1360.0,2.0,40000.0,0.0,40000.0,0.0
,1360.0,21400.0,Servei de Prevenció i Extinció d´Incendis Reparac. Manten. i Conserv. Mat. Transport,,1360.0,2.0,40000.0,0.0,40000.0,9269.62
,1360.0,22101.0,Servei de Prevenció i Extinció d´Incendis Agua,,1360.0,2.0,5000.0,0.0,5000.0,0.0
,1360.0,22102.0,Servei de Prevenció i Extinció d´Incendis Gas,,1360.0,2.0,2000.0,0.0,2000.0,0.0
,1360.0,22104.0,Servei de Prevenció i Extinció d´Incendis. Vestuario,,1360.0,2.0,90000.0,0.0,90000.0,1752.81
,1360.0,22106.0,Servei de Prevenció i Extinció d´Incendis.Productos farmacéuticos y material sanitario,,1360.0,2.0,0.0,0.0,0.0,895.81
,1360.0,22109.0,Servei de Prevenció i Extinció d´Incendis. Material especial,,1360.0,2.0,36000.0,0.0,36000.0,0.0
,1360.0,22110.0,Servei de Prevenció i Extinció d´Incendis.Productos de limpieza y aseo,,1360.0,2.0,0.0,0.0,0.0,262.35
,1360.0,22199.0,Servei de Prevenció i Extinció d´Incendis.Otros suministros,,1360.0,2.0,0.0,0.0,0.0,617.58
,1360.0,22300.0,Servei de Prevenció i Extinció d´Incendis. Parque móvil,,1360.0,2.0,254052.0,0.0,254052.0,65121.12
,1360.0,22699.0,Servei de Prevenció i Extinció d´Incendis Otros gastos diversos,,1360.0,2.0,123546.0,0.0,123546.0,1992.12
,1360.0,22799.0,Servei de Prevenció i Extinció d´Incendis.Otros trabajos realizados por otras empresas y profesionales,,1360.0,2.0,0.0,0.0,0.0,54679.31
,1360.0,23020.0,Servei de Prevenció i Extinció d´Incendis.Del personal no directivo,,1360.0,2.0,0.0,0.0,0.0,4841.0
,1360.0,23100.0,Servei de Prevenció i Extinció d´Incendis.De los miembros de los órganos de gobierno,,1360.0,2.0,0.0,0.0,0.0,0.0
,1360.0,23120.0,Servei de Prevenció i Extinció d´Incendis.Del personal no directivo,,1360.0,2.0,0.0,0.0,0.0,373.33
,1360.0,23300.0,Servei de Prevenció i Extinció d´Incendis.Altres indemnitzacions per raó de servei,,1360.0,2.0,0.0,0.0,0.0,90.0
,1360.0,62400.0,Servei de Prevenció i Extinció d´Incendis Automóvil,,1360.0,6.0,702699.0,0.0,702699.0,151242.74
,1360.0,62500.0,Servei de Prevenció i Extinció d´Incendis.Inversió nova de mobiliari i béns,,1360.0,6.0,0.0,0.0,0.0,24070.43
,1360.0,63200.0,Servei de Prevenció i Extinció d´Incendis. Industrials,,1360.0,6.0,509568.0,0.0,509568.0,0.0
,1360.0,63300.0,Servei de Prevenció i Extinció d´Incendis Maquinaria,,1360.0,6.0,76000.0,0.0,76000.0,0.0
,1360.0,63400.0,Servei de Prevenció i Extinció d´Incendis.Automóvil,,1360.0,6.0,0.0,0.0,0.0,449.15
,1510.0,12000.0,Política Territorial. Sueldos del Grupo A1,,1510.0,1.0,134753.22,0.0,134753.22,26247.57
,1510.0,12001.0,Política Territorial. Sueldos del Grupo A2,,1510.0,1.0,65830.1,0.0,65830.1,14673.9
,1510.0,12003.0,Política Territorial. Sueldos del Grupo C1,,1510.0,1.0,30251.28,0.0,30251.28,6610.59
,1510.0,12004.0,Política Territorial. Sueldos del Grupo C2,,1510.0,1.0,42735.9,0.0,42735.9,7335.72
,1510.0,12005.0,Política Territorial. Sueldos del Grupo E,,1510.0,1.0,15666.0,0.0,15666.0,3357.0
,1510.0,12006.0,Política Territorial. Trienios,,1510.0,1.0,49191.9,0.0,49191.9,10538.02
,1510.0,12100.0,Política Territorial. Complemento de destino,,1510.0,1.0,172812.08,0.0,172812.08,33945.75
,1510.0,12101.0,Política Territorial. Complemento específico,,1510.0,1.0,255830.26,0.0,255830.26,50654.1
,1510.0,12103.0,Política Territorial. Otros complementos,,1510.0,1.0,24302.88,0.0,24302.88,5513.85
,1510.0,15001.0,Política Territorial. Productivitat funcionàris,,1510.0,1.0,87397.56,0.0,87397.56,32427.69
