#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,110.0,31000.0,Deuta Pública Intereses,,110.0,3.0,1000000.0,-24436.23,975563.77,697323.9
,110.0,31001.0,Deuta Pública A corto plazo,,110.0,3.0,,,,123408.65
,110.0,35900.0,Deuta Pública.Otros gastos financieros,,110.0,3.0,,,,36975.48
,110.0,9120101.0,Deuta Pública.Ptmo Sa Nostra 2001 444267517,,110.0,9.0,,,,270455.47
,110.0,9120102.0,Deuta Pública.Ptmo Dexia Sabadell 2002 36152728,,110.0,9.0,,,,236507.8
,110.0,9120103.0,Deuta Pública.Ptmo BCL 2006 Hipódromo 45026555,,110.0,9.0,,,,385703.32
,110.0,9120104.0,Deuta Pública.Ptmo Dexia Sabadell 2009 36154761,,110.0,9.0,,,,725968.52
,110.0,9120105.0,"Deuta Pública.Ptmo RDL 5/2009, 4 de abril, La Caixa 40711765",,110.0,9.0,,,,506600.07
,110.0,9120106.0,"Deuta Pública.Ptmo RDL 5/2009, 4 de abril, Caja Madrid 1167547558",,110.0,9.0,,,,609344.68
,110.0,9120107.0,"Deuta Pública.Ptmo RDL 8/2011, 1 de julio, BBVA 1 0201505583",,110.0,9.0,,,,608054.63
,110.0,9120108.0,"Deuta Pública.Ptmo RDL 8/2011, 1 de julio, BBVA 2 0201505675",,110.0,9.0,,,,322760.85
,110.0,9120109.0,"Deuta Pública.Ptmo RDL 8/2011, 1 de julio, BBVA 3 0201505750",,110.0,9.0,,,,59040.89
,110.0,91300.0,Deuta Pública Amortització prèstec,,110.0,9.0,3700000.0,24436.23,3724436.23,
,1350.0,12000.0,Extinció Incendis. Pla territorial Emergències. Sueldos del Grupo A1,,1350.0,1.0,14677.32,,14677.32,14677.32
,1350.0,12003.0,Extinció Incendis. Pla territorial Emergències. Sueldos del Grupo C1,,1350.0,1.0,9884.84,,9884.84,9884.84
,1350.0,12004.0,Extinció Incendis. Pla territorial Emergències. Sueldos del Grupo C2,,1350.0,1.0,318386.04,,318386.04,288889.57
,1350.0,12006.0,Extinció Incendis. Pla territorial Emergències. Trienios,,1350.0,1.0,53878.25,,53878.25,50332.47
,1350.0,12100.0,Extinció Incendis. Pla territorial Emergències. Complemento de destino,,1350.0,1.0,186362.4,,186362.4,171121.2
,1350.0,12101.0,Extinció Incendis. Pla territorial Emergències. Complemento específico,,1350.0,1.0,323769.04,,323769.04,298585.37
,1350.0,12103.0,Extinció Incendis. Pla territorial Emergències. Otros complementos,,1350.0,1.0,188903.28,,188903.28,174706.48
,1350.0,15001.0,Extinció Incendis. Pla territorial Emergències. Productivitat funcionàris,,1350.0,1.0,120000.0,,120000.0,109200.0
,1350.0,15100.0,Extinció Incendis. Pla territorial Emergències. Gratificacions,,1350.0,1.0,171000.0,,171000.0,262037.3
,1350.0,16000.0,Extinció Incendis. Pla territorial Emergències. Seguridad Social,,1350.0,1.0,453048.23,,453048.23,460286.54
,1350.0,16008.0,Extinció Incendis. Pla territorial Emergències. Asistencia médico-farmacéutica,,1350.0,1.0,6000.0,,6000.0,5044.5
,1350.0,21200.0,Extinció Incendis. Pla territorial Emergències..Repar. Manteniment i conserv. edificis i altres,,1350.0,2.0,,,,4142.0
,1350.0,21300.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1350.0,2.0,50000.0,-17750.58,32249.42,22137.1
,1350.0,21400.0,Extinció Incendis. Pla territorial Emergències..Reparac. Manten. i Conserv. Mat. Transport,,1350.0,2.0,,,,13743.87
,1350.0,21500.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. Mobilliari i béns,,1350.0,2.0,10000.0,,10000.0,708.33
,1350.0,22001.0,"Extinció Incendis. Pla territorial Emergències..Prensa, revistas, libros y otras publicaciones",,1350.0,2.0,,,,121.0
,1350.0,22101.0,Extinció Incendis. Pla territorial Emergències..Agua,,1350.0,2.0,,,,914.0
,1350.0,22102.0,Extinció Incendis. Pla territorial Emergències..Gas,,1350.0,2.0,,,,1158.44
,1350.0,22103.0,Extinció Incendis. Pla territorial Emergències..Combustibles y carburantes,,1350.0,2.0,,,,32.06
,1350.0,22104.0,Extinció Incendis. Pla territorial Emergències. Vestuario,,1350.0,2.0,30000.0,,30000.0,25065.29
,1350.0,22105.0,Extinció Incendis. Pla territorial Emergències..Productos alimenticios,,1350.0,2.0,,,,8.0
,1350.0,22109.0,Extinció Incendis. Pla territorial Emergències. Material especial,,1350.0,2.0,30000.0,,30000.0,
,1350.0,22110.0,Extinció Incendis. Pla territorial Emergències..Productos de limpieza y aseo,,1350.0,2.0,,,,877.7
,1350.0,22111.0,"Extinció Incendis. Pla territorial Emergències..Suministros de repuestos de maquinaria, utillaje y elementos de transporte",,1350.0,2.0,,,,10.45
,1350.0,22112.0,"Extinció Incendis. Pla territorial Emergències..Suministros de material electrónico, eléctrico y de telecomunicaciones",,1350.0,2.0,,,,431.39
,1350.0,22199.0,Extinció Incendis. Pla territorial Emergències..Otros suministros,,1350.0,2.0,,,,2790.56
,1350.0,22200.0,Extinció Incendis. Pla territorial Emergències..Servicios de Telecomunicaciones,,1350.0,2.0,,,,4500.07
,1350.0,22300.0,Extinció Incendis. Pla territorial Emergències. Transports,,1350.0,2.0,250000.0,,250000.0,260484.48
,1350.0,22502.0,Extinció Incendis. Pla territorial Emergències..Tributos de las Entidades Locales,,1350.0,2.0,,,,1778.71
,1350.0,22602.0,Extinció Incendis. Pla territorial Emergències..Publicidad y propaganda,,1350.0,2.0,,,,110.25
,1350.0,22699.0,Extinció Incendis. Pla territorial Emergències..Otros gastos diversos,,1350.0,2.0,,,,5189.31
,1350.0,22700.0,Extinció Incendis. Pla territorial Emergències. Limpieza y Aseo,,1350.0,2.0,40000.0,,40000.0,19940.39
,1350.0,22799.0,Extinció Incendis. Pla territorial Emergències. Otros trabajos realizados por otras empresas y profesionales,,1350.0,2.0,18000.0,,18000.0,4651.21
,1350.0,23020.0,Extinció Incendis. Pla territorial Emergències..Dietas. Del personal no directivo,,1350.0,2.0,,,,22716.0
,1350.0,23120.0,Extinció Incendis. Pla territorial Emergències..Locomoción. Del personal no directivo,,1350.0,2.0,,,,2.2
,1350.0,62300.0,Extinció Incendis. Pla territorial Emergències..Maquinaria,,1350.0,6.0,,20655.58,20655.58,14075.98
,1350.0,62303.0,Extinció Incendis. Pla territorial Emergències..Útils i eines,,1350.0,6.0,,,,453.75
,1350.0,62500.0,Extinció Incendis. Pla territorial Emergències..Inversió nova de mobiliari i béns,,1350.0,6.0,,,,31909.75
,1350.0,62600.0,Extinció Incendis. Pla territorial Emergències..Inversió nova. Informática,,1350.0,6.0,,,,506.99
,1350.0,63400.0,Extinció Incendis. Pla territorial Emergències. Automóvil,,1350.0,6.0,31000.0,,31000.0,
,1350.0,63600.0,Extinció Incendis. Pla territorial Emergències..Inversió reposició equips per processos  d´Informació,,1350.0,6.0,,,,1895.89
,1500.0,12000.0,Política territorial i paisatge Sueldos del Grupo A1,,1500.0,1.0,132095.88,,132095.88,125988.33
,1500.0,12001.0,Política territorial i paisatge Sueldos del Grupo A2,,1500.0,1.0,64532.6,,64532.6,61117.89
,1500.0,12003.0,Política territorial i paisatge Sueldos del Grupo C1,,1500.0,1.0,29654.52,,29654.52,29654.52
,1500.0,12004.0,Política territorial i paisatge Sueldos del Grupo C2,,1500.0,1.0,33514.32,,33514.32,25075.82
,1500.0,12005.0,Política territorial i paisatge Sueldos del Grupo E,,1500.0,1.0,23035.74,,23035.74,22593.91
,1500.0,12006.0,Política territorial i paisatge Trienios,,1500.0,1.0,37396.02,,37396.02,36058.48
,1500.0,12100.0,Política territorial i paisatge Complemento de destino,,1500.0,1.0,162195.74,,162195.74,154389.6
,1500.0,12101.0,Política territorial i paisatge Complemento específico,,1500.0,1.0,248468.08,,248468.08,236944.4
,1500.0,12103.0,Política territorial i paisatge Otros complementos,,1500.0,1.0,23820.0,,23820.0,29787.09
,1500.0,15001.0,Política territorial i paisatge Productivitat funcionàris,,1500.0,1.0,88950.6,,88950.6,83477.49
,1500.0,15100.0,Política territorial i paisatge Gratificacions,,1500.0,1.0,,,,819.04
,1500.0,16000.0,Política territorial i paisatge Seguridad Social,,1500.0,1.0,249881.09,,249881.09,209080.53
,1500.0,16008.0,Política territorial i paisatge Asistencia médico-farmacéutica,,1500.0,1.0,2800.0,,2800.0,2239.93
,1500.0,22606.0,"Política territorial i paisatge.Reuniones, conferencias y cursos",,1500.0,2.0,,,,220.0
,1500.0,22699.0,Política territorial i paisatge Otros gastos diversos,,1500.0,2.0,20000.0,-16000.0,4000.0,3845.89
,1500.0,22706.0,Política territorial i paisatge.Estudios y trabajos técnicos,,1500.0,2.0,,,,188.13
,1500.0,22799.0,Política territorial i paisatge Otros trabajos realizados por otras empresas y profesionales,,1500.0,2.0,17000.0,-1488.96,15511.04,
,1500.0,23000.0,Política territorial i paisatge.Dietas. De los miembros de los órganos de gobierno,,1500.0,2.0,,,,123.1
,1500.0,23020.0,Política territorial i paisatge.Dietas. Del personal no directivo,,1500.0,2.0,,,,81.83
,1500.0,23100.0,Política territorial i paisatge.Locomoción. De los miembros de los órganos de gobierno,,1500.0,2.0,,,,1938.68
,1500.0,23120.0,Política territorial i paisatge.Locomoción. Del personal no directivo,,1500.0,2.0,,,,366.53
,1500.0,23300.0,Política territorial i paisatge.Altres indemnitzacions per raó de servei,,1500.0,2.0,,,,75.0
,1500.0,46715.0,Política territorial i paisatge Consorci de Reconversió Paisagística,,1500.0,4.0,2000.0,,2000.0,678.14
,1720.0,12000.0,Protecció i millora del Medi ambient Sueldos del Grupo A1,,1720.0,1.0,58709.28,,58709.28,58376.56
,1720.0,12001.0,Protecció i millora del Medi ambient Sueldos del Grupo A2,,1720.0,1.0,12906.52,,12906.52,12906.52
,1720.0,12003.0,Protecció i millora del Medi ambient.Sueldos del Grupo C1,,1720.0,1.0,,,,7700.78
,1720.0,12004.0,Protecció i millora del Medi ambient Sueldos del Grupo C2,,1720.0,1.0,16757.16,,16757.16,10196.31
,1720.0,12006.0,Protecció i millora del Medi ambient Trienios,,1720.0,1.0,7967.92,,7967.92,12753.5
,1720.0,12100.0,Protecció i millora del Medi ambient Complemento de destino,,1720.0,1.0,49424.62,,49424.62,49707.78
