#Ejercicio,Orgánica,Económica,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Modificación de previsiones en aumento,Modificación de previsiones en disminución,Previsiones Definitivas,Derechos reconocidos
2015,,31000,Taxes Hospital Cas Serres,0.0,0.0,0.0,0.0,0.0,0.0
2015,,31904,Taxes Joventut,0.0,0.0,0.0,0.0,0.0,0.0
2015,,32500,Expedicion de Documentos,0.0,0.0,0.0,0.0,0.0,0.0
2015,,34201,Preu Públic per Estudis Impartits a l´EADE (Escola d´Art Dramatic d´Eivissa),0.0,0.0,0.0,0.0,0.0,0.0
2015,,3919003,Sanciones pesca,0.0,0.0,0.0,0.0,0.0,0.0
2015,,3919099,Multas. Otras Multas Diversas,0.0,0.0,0.0,0.0,0.0,0.0
2015,,39211,Recargo de apremio,0.0,0.0,0.0,0.0,0.0,0.0
2015,,39300,Interessos de demora,0.0,0.0,0.0,0.0,0.0,0.0
2015,,39902,Costas procedimiento exptes. ejecutiva,0.0,0.0,0.0,0.0,0.0,0.0
2015,,4500205,Conveni Maltractament Infantil,0.0,0.0,0.0,0.0,0.0,0.0
2015,,4500208,Menores,0.0,0.0,0.0,0.0,0.0,0.0
2015,,4505000,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empelo y Desarrollo local. Transferencias,0.0,0.0,0.0,0.0,0.0,0.0
2015,,45100,Transferencias CCAA de Organismos,0.0,0.0,0.0,0.0,0.0,0.0
2015,,91001,Devolución deuda liquidación definitiva 2008. Min. Hacienda y Adm. Publicas.,0.0,0.0,0.0,0.0,0.0,0.0
2015,,91002,Devolución deuda liquidación definitiva 2009. Min. Hacienda y Adm. Publicas.,0.0,0.0,0.0,0.0,0.0,0.0
2015,,91003,Devolcuón deuda liquidacion definitiva 2013. Min. Hacienda y Adm. Publicas,0.0,0.0,0.0,0.0,0.0,0.0
2015,,94100,Fiances ingressades,0.0,0.0,0.0,0.0,0.0,0.0
2016,,31300,Taxes Instal.lacions Esportives,0.0,0.0,0.0,0.0,0.0,0.0
2016,,32200,Taxes urbanisme i habitabilitat,0.0,0.0,0.0,0.0,0.0,0.0
2016,,32500,Expedicion de Documentos,0.0,0.0,0.0,0.0,0.0,0.0
2016,,3919003,Sanciones pesca,0.0,0.0,0.0,0.0,0.0,0.0
2016,,39300,Interessos de demora,0.0,0.0,0.0,0.0,0.0,0.0
2016,,4500205,Conveni Maltractament Infantil,0.0,0.0,0.0,0.0,0.0,0.0
2016,,7506002,Conv. projecte Slow Breaks,0.0,0.0,0.0,0.0,0.0,0.0
2016,,91003,Devolcuón deuda liquidacion definitiva 2013. Min. Hacienda y Adm. Publicas,0.0,0.0,0.0,0.0,0.0,0.0
2017,,10000,Impost sobre la Renta de les Persones físiques,1122620.0,0.0,0.0,0.0,1122620.0,493404.4
2017,,17100,Recargo provincial en el Impuesto sobre Actividades Económicas,350000.0,0.0,0.0,0.0,350000.0,399185.82
2017,,17900,Otros recargos sobre impuestos directos de Ayuntamientos,550000.0,0.0,0.0,0.0,550000.0,0.0
2017,,21000,Impost sobre IVA,2141830.0,0.0,0.0,0.0,2141830.0,779660.5
2017,,22000,Impuesto sobre el alcohol y bebidas derivadas,26520.0,0.0,0.0,0.0,26520.0,11572.95
2017,,22001,Impuesto sobre la cerveza,9270.0,0.0,0.0,0.0,9270.0,3908.3
2017,,22003,Impuesto sobre las labores del tabaco,348150.0,0.0,0.0,0.0,348150.0,148421.5
2017,,22004,Impuesto sobre hidrocarburos,239210.0,0.0,0.0,0.0,239210.0,104187.1
2017,,22006,Impuesto sobre productos intermedios,590.0,0.0,0.0,0.0,590.0,256.95
2017,,31000,Taxes Hospital Cas Serres,900000.0,0.0,0.0,0.0,900000.0,458624.18
2017,,31200,Taxes Escoletes,350000.0,0.0,0.0,0.0,350000.0,183909.73
2017,,31201,Taxes Cultura Edif. Cas Serres,4000.0,0.0,0.0,0.0,4000.0,4294.11
2017,,31300,Taxes Instal.lacions Esportives,400000.0,0.0,0.0,0.0,400000.0,183342.0
2017,,31900,Taxes ITV,2000000.0,0.0,0.0,0.0,2000000.0,799922.94
2017,,31901,Taxes Transports,100000.0,0.0,0.0,0.0,100000.0,27858.25
