#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,110.0,31000.0,Deuta Pública Intereses,,110.0,3.0,26000.0,0.0,26000.0,0.0
,110.0,9120103.0,Deuta Pública Ptmo BCL 2006 Hipódromo 45026555,,110.0,9.0,385703.32,0.0,385703.32,0.0
,1360.0,12000.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo A1,,1360.0,1.0,14824.22,0.0,14824.22,7412.11
,1360.0,12003.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C1,,1360.0,1.0,31481.88,0.0,31481.88,4991.91
,1360.0,12004.0,Servei de Prevenció i Extinció d´Incendis. Sueldos del Grupo C2,,1360.0,1.0,313111.02,0.0,313111.02,141234.38
,1360.0,12006.0,Servei de Prevenció i Extinció d´Incendis. Trienios,,1360.0,1.0,58865.27,0.0,58865.27,26360.37
,1360.0,12100.0,Servei de Prevenció i Extinció d´Incendis. Complemento de destino,,1360.0,1.0,196473.06,0.0,196473.06,83193.63
,1360.0,12101.0,Servei de Prevenció i Extinció d´Incendis. Complemento específico,,1360.0,1.0,492694.66,0.0,492694.66,212945.5
,1360.0,12103.0,Servei de Prevenció i Extinció d´Incendis. Otros complementos,,1360.0,1.0,28539.6,0.0,28539.6,53657.65
,1360.0,15001.0,Servei de Prevenció i Extinció d´Incendis. Productivitat funcionàris,,1360.0,1.0,124230.0,0.0,124230.0,52923.99
,1360.0,15100.0,"Servei de Prevenció i Extinció d´Incendis. Ad,.General Gratificacions",,1360.0,1.0,245733.0,0.0,245733.0,175520.7
,1360.0,16000.0,Servei de Prevenció i Extinció d´Incendis. Seguridad Social,,1360.0,1.0,591909.22,0.0,591909.22,161067.42
,1360.0,16008.0,Servei de Prevenció i Extinció d´Incendis. Asistencia médico-farmacéutica,,1360.0,1.0,6000.0,0.0,6000.0,0.0
,1360.0,21200.0,Servei de Prevenció i Extinció d´Incendis Repar. Manteniment i conserv. edificis i altres,,1360.0,2.0,0.0,0.0,0.0,700.08
,1360.0,21300.0,Servei de Prevenció i Extinció d´Incendis. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1360.0,2.0,73000.0,0.0,73000.0,20364.09
,1360.0,21400.0,Servei de Prevenció i Extinció d´Incendis Reparac. Manten. i Conserv. Mat. Transport,,1360.0,2.0,30000.0,0.0,30000.0,13039.03
,1360.0,21600.0,Servei de Prevenció i Extinció d´Incendis.Manteniment equisp informàtics,,1360.0,2.0,0.0,0.0,0.0,48.3
,1360.0,22000.0,Servei de Prevenció i Extinció d´Incendis.Ordinario no inventariable,,1360.0,2.0,0.0,0.0,0.0,16.64
,1360.0,22002.0,"Servei de Prevenció i Extinció d´Incendis.Material, informático no inventariable",,1360.0,2.0,0.0,0.0,0.0,30.06
,1360.0,22101.0,Servei de Prevenció i Extinció d´Incendis Agua,,1360.0,2.0,5000.0,0.0,5000.0,0.0
,1360.0,22102.0,Servei de Prevenció i Extinció d´Incendis Gas,,1360.0,2.0,2000.0,0.0,2000.0,619.31
,1360.0,22104.0,Servei de Prevenció i Extinció d´Incendis. Vestuario,,1360.0,2.0,80000.0,0.0,80000.0,16607.47
,1360.0,22109.0,Servei de Prevenció i Extinció d´Incendis. Material especial,,1360.0,2.0,20000.0,0.0,20000.0,2974.7
,1360.0,22110.0,Servei de Prevenció i Extinció d´Incendis.Productos de limpieza y aseo,,1360.0,2.0,0.0,0.0,0.0,324.01
,1360.0,22300.0,Servei de Prevenció i Extinció d´Incendis. Parque móvil,,1360.0,2.0,254052.0,0.0,254052.0,130242.24
,1360.0,22606.0,"Servei de Prevenció i Extinció d´Incendis.Reuniones, conferencias y cursos",,1360.0,2.0,0.0,0.0,0.0,1320.0
,1360.0,22699.0,Servei de Prevenció i Extinció d´Incendis Otros gastos diversos,,1360.0,2.0,65546.0,0.0,65546.0,2120.02
,1360.0,22700.0,Servei de Prevenció i Extinció d´Incendis.Limpieza y Aseo,,1360.0,2.0,0.0,0.0,0.0,7658.22
,1360.0,22799.0,Servei de Prevenció i Extinció d´Incendis.Otros trabajos realizados por otras empresas y profesionales,,1360.0,2.0,0.0,0.0,0.0,1903.04
,1360.0,23020.0,Servei de Prevenció i Extinció d´Incendis.Del personal no directivo,,1360.0,2.0,0.0,0.0,0.0,10541.67
,1360.0,23120.0,Servei de Prevenció i Extinció d´Incendis.Del personal no directivo,,1360.0,2.0,0.0,0.0,0.0,160.44
,1360.0,23300.0,Servei de Prevenció i Extinció d´Incendis.Altres indemnitzacions per raó de servei,,1360.0,2.0,0.0,0.0,0.0,15.0
,1360.0,60900.0,Servei de Prevenció i Extinció d´Incendis.Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,1360.0,6.0,0.0,0.0,0.0,6047.58
,1360.0,62300.0,Servei de Prevenció i Extinció d´Incendis.Maquinaria,,1360.0,6.0,0.0,0.0,0.0,11159.83
,1360.0,62301.0,Servei de Prevenció i Extinció d´Incendis.Instal.lacions,,1360.0,6.0,0.0,0.0,0.0,2613.1
,1360.0,62303.0,Servei de Prevenció i Extinció d´Incendis.Útils i eines,,1360.0,6.0,0.0,0.0,0.0,1967.15
,1360.0,62400.0,Servei de Prevenció i Extinció d´Incendis Automóvil,,1360.0,6.0,1128283.9,0.0,1128283.9,8998.92
,1360.0,62500.0,Servei de Prevenció i Extinció d´Incendis.Inversió nova de mobiliari i béns,,1360.0,6.0,0.0,0.0,0.0,11002.8
,1360.0,62600.0,Servei de Prevenció i Extinció d´Incendis.Inversió nova. Informática,,1360.0,6.0,0.0,0.0,0.0,159.0
,1360.0,62900.0,Servei de Prevenció i Extinció d´Incendis.Inversió associada al funcionament dels serveis,,1360.0,6.0,0.0,0.0,0.0,1700.63
,1360.0,63200.0,Servei de Prevenció i Extinció d´Incendis. Industrials,,1360.0,6.0,610327.52,0.0,610327.52,13897.37
,1360.0,63300.0,Servei de Prevenció i Extinció d´Incendis Maquinaria,,1360.0,6.0,28000.0,0.0,28000.0,0.0
,1360.0,63301.0,Servei de Prevenció i Extinció d´Incendis.Instalaciones,,1360.0,6.0,0.0,0.0,0.0,17246.15
,1510.0,12000.0,Política Territorial. Sueldos del Grupo A1,,1510.0,1.0,133417.98,0.0,133417.98,54590.05
,1510.0,12001.0,Política Territorial. Sueldos del Grupo A2,,1510.0,1.0,65178.0,0.0,65178.0,26071.2
,1510.0,12003.0,Política Territorial. Sueldos del Grupo C1,,1510.0,1.0,29951.46,0.0,29951.46,14975.73
,1510.0,12004.0,Política Territorial. Sueldos del Grupo C2,,1510.0,1.0,33849.84,0.0,33849.84,16924.92
,1510.0,12005.0,Política Territorial. Sueldos del Grupo E,,1510.0,1.0,23266.32,0.0,23266.32,7755.44
,1510.0,12006.0,Política Territorial. Trienios,,1510.0,1.0,47737.26,0.0,47737.26,21620.51
,1510.0,12100.0,Política Territorial. Complemento de destino,,1510.0,1.0,170463.58,0.0,170463.58,73373.94
,1510.0,12101.0,Política Territorial. Complemento específico,,1510.0,1.0,252915.46,0.0,252915.46,109410.23
,1510.0,12103.0,Política Territorial. Otros complementos,,1510.0,1.0,24058.56,0.0,24058.56,10162.19
,1510.0,15001.0,Política Territorial. Productivitat funcionàris,,1510.0,1.0,134031.48,0.0,134031.48,60938.0
,1510.0,16000.0,Política Territorial. Seguridad Social,,1510.0,1.0,223209.88,1184.63,224394.51,61621.9
,1510.0,16008.0,Política Territorial. Asistencia médico-farmacéutica,,1510.0,1.0,2800.0,0.0,2800.0,0.0
,1510.0,22104.0,Política Territorial.Vestuario,,1510.0,2.0,0.0,0.0,0.0,181.99
,1510.0,22602.0,Política Territorial. Publicidad y propaganda,,1510.0,2.0,20000.0,0.0,20000.0,0.0
,1510.0,22699.0,Política Territorial. Otros gastos diversos,,1510.0,2.0,9200.0,0.0,9200.0,1181.09
,1510.0,22799.0,Política Territorial. Otros trabajos realizados por otras empresas y profesionales,,1510.0,2.0,60000.0,0.0,60000.0,0.0
,1510.0,23000.0,Política Territorial.De los miembros de los órganos de gobierno,,1510.0,2.0,0.0,0.0,0.0,62.7
,1510.0,23020.0,Política Territorial.Del personal no directivo,,1510.0,2.0,0.0,0.0,0.0,420.2
,1510.0,23100.0,Política Territorial.De los miembros de los órganos de gobierno,,1510.0,2.0,0.0,0.0,0.0,632.47
,1510.0,23110.0,Política Territorial.Del personal directivo,,1510.0,2.0,0.0,0.0,0.0,117.69
,1510.0,23120.0,Política Territorial.Del personal no directivo,,1510.0,2.0,0.0,0.0,0.0,1031.87
,1510.0,23300.0,Política Territorial.Altres indemnitzacions per raó de servei,,1510.0,2.0,0.0,0.0,0.0,180.0
,1510.0,48100.0,Política Territorial Prem. beques i pensions d'estudis i investigació,,1510.0,4.0,12000.0,0.0,12000.0,0.0
,1510.0,64000.0,Política Territorial.Inversiones de caracter inmaterial,,1510.0,6.0,190000.0,0.0,190000.0,0.0
,1510.0,64100.0,Política Territorial Gastos en aplicaciones informáticas,,1510.0,6.0,90000.0,0.0,90000.0,0.0
,1700.0,12000.0,Medi Ambient. Sueldos del Grupo A1,,1700.0,1.0,59296.88,0.0,59296.88,29648.44
,1700.0,12001.0,Medi Ambient. Sueldos del Grupo A2,,1700.0,1.0,13035.6,0.0,13035.6,6517.8
,1700.0,12003.0,Medi Ambient. Sueldos del Grupo C1,,1700.0,1.0,9983.82,0.0,9983.82,1753.35
,1700.0,12006.0,Medi Ambient. Trienios,,1700.0,1.0,12639.2,0.0,12639.2,5687.19
,1700.0,12100.0,Medi Ambient. Complemento de destino,,1700.0,1.0,46241.44,0.0,46241.44,21508.69
,1700.0,12101.0,Medi Ambient. Complemento específico,,1700.0,1.0,69304.76,0.0,69304.76,32758.08
,1700.0,12103.0,Medi Ambient. Otros complementos,,1700.0,1.0,6991.68,0.0,6991.68,3187.54
,1700.0,13000.0,Medi Ambient. Retribuciones básicas,,1700.0,1.0,8898.68,0.0,8898.68,4449.34
,1700.0,13002.0,Medi Ambient. Otras remuneraciones,,1700.0,1.0,11226.74,0.0,11226.74,5550.87
,1700.0,15001.0,Medi Ambient. Productivitat funcionàris,,1700.0,1.0,36687.84,0.0,36687.84,16762.34
,1700.0,15002.0,Medi Ambient. Productivitat laborals,,1700.0,1.0,4961.28,0.0,4961.28,2480.64
,1700.0,16000.0,Medi Ambient. Seguridad Social,,1700.0,1.0,75251.11,0.0,75251.11,22873.74
,1700.0,16008.0,Medi Ambient. Asistencia médico-farmacéutica,,1700.0,1.0,1600.0,0.0,1600.0,0.0
,1700.0,21300.0,Medi Ambient. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1700.0,2.0,15000.0,0.0,15000.0,0.0
,1700.0,22500.0,Medi Ambient.Tributos estatales,,1700.0,2.0,0.0,0.0,0.0,318.3
,1700.0,22602.0,Medi Ambient Publicidad y propaganda,,1700.0,2.0,5000.0,0.0,5000.0,0.0
,1700.0,22606.0,"Medi Ambient.Reuniones, conferencias y cursos",,1700.0,2.0,0.0,0.0,0.0,2359.5
,1700.0,22699.0,Medi Ambient. Otros gastos diversos,,1700.0,2.0,0.0,0.0,0.0,367.64
,1700.0,22706.0,Medi Ambient. Estudios y trabajos técnicos,,1700.0,2.0,80000.0,0.0,80000.0,2032.8
,1700.0,22799.0,Medi Ambient. Otros trabajos realizados por otras empresas y profesionales,,1700.0,2.0,190000.0,0.0,190000.0,20992.48
,1700.0,23000.0,Medi Ambient.De los miembros de los órganos de gobierno,,1700.0,2.0,0.0,0.0,0.0,332.14
,1700.0,23020.0,Medi Ambient.Del personal no directivo,,1700.0,2.0,0.0,0.0,0.0,168.3
,1700.0,23100.0,Medi Ambient.De los miembros de los órganos de gobierno,,1700.0,2.0,0.0,0.0,0.0,1215.95
,1700.0,23120.0,Medi Ambient.Del personal no directivo,,1700.0,2.0,0.0,0.0,0.0,1422.08
,1700.0,23300.0,Medi Ambient. Altres indemnitzacions per raó de servei,,1700.0,2.0,5000.0,0.0,5000.0,135.0
,1700.0,46200.0,Medi Ambient Transferències corrents a Ajuntaments,,1700.0,4.0,175000.0,0.0,175000.0,174999.99
,1700.0,48900.0,Medi Ambient. Transferències corrents a fam. i instit. sense fi de lucre,,1700.0,4.0,60000.0,0.0,60000.0,39613.92
,1700.0,48911.0,Medi Ambient.Asociacio Aliança Mar Blava,,1700.0,4.0,15000.0,0.0,15000.0,12217.1
,1700.0,48912.0,Medi Ambient.Mancomunitat Intermunicipal Serv. Insulars,,1700.0,4.0,55000.0,0.0,55000.0,0.0
,1700.0,60900.0,Medi Ambient.Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,1700.0,6.0,1272722.4,0.0,1272722.4,0.0
,1700.0,62500.0,Medi Ambient.Inversió nova de mobiliari i béns,,1700.0,6.0,0.0,0.0,0.0,288.89
,1700.0,64000.0,Medi Ambient Inversiones de caracter inmaterial,,1700.0,6.0,22000.0,0.0,22000.0,0.0
,1700.0,75101.0,Medi Ambient A Organismos Autónomos y agencias de las Comunidades Autónomas. Subvenciones al resto de entidades,,1700.0,7.0,666666.0,-666666.0,0.0,0.0
,1700.0,78900.0,Medi Ambient Transferències de capital a famílies i instit. sense ànim de lucre,,1700.0,7.0,20000.0,0.0,20000.0,0.0
,1720.0,76200.0,Protección y Mejora del Medio Ambiente.Transf.Cap.Ajuntaments,,1720.0,7.0,0.0,666666.0,666666.0,0.0
,2210.0,83000.0,Prestacions econòmiques a favor del treballadors Prèstecs al personal,,2210.0,8.0,250000.0,0.0,250000.0,133825.73
,2310.0,12000.0,Serveis Socials i Promoció Social. Sueldos del Grupo A1,,2310.0,1.0,29648.44,0.0,29648.44,7412.11
,2310.0,12003.0,Serveis Socials i Promoció Social. Sueldos del Grupo C1,,2310.0,1.0,9983.82,0.0,9983.82,4520.26
,2310.0,12004.0,Serveis Socials i Promoció Social. Sueldos del Grupo C2,,2310.0,1.0,25387.38,0.0,25387.38,10719.12
,2310.0,12005.0,Serveis Socials i Promoció Social. Sueldos del Grupo E,,2310.0,1.0,15510.88,0.0,15510.88,7755.44
,2310.0,12006.0,Serveis Socials i Promoció Social. Trienios,,2310.0,1.0,13913.38,0.0,13913.38,6651.1
,2310.0,12100.0,Serveis Socials i Promoció Social. Complemento de destino,,2310.0,1.0,48452.04,0.0,48452.04,18228.09
,2310.0,12101.0,Serveis Socials i Promoció Social. Complemento específico,,2310.0,1.0,73139.08,0.0,73139.08,29015.7
,2310.0,12103.0,Serveis Socials i Promoció Social. Otros complementos,,2310.0,1.0,6760.32,0.0,6760.32,2564.68
,2310.0,13000.0,Serveis Socials i Promoció Social. Retribuciones básicas,,2310.0,1.0,55290.04,-14266.83,41023.21,29243.15
,2310.0,13002.0,Serveis Socials i Promoció Social. Otras remuneraciones,,2310.0,1.0,80941.1,2850.4,83791.5,34746.75
,2310.0,13100.0,Serveis Socials i Promoció Social Retribucions personal laboral temporal,,2310.0,1.0,44091.88,0.0,44091.88,7228.67
,2310.0,15001.0,Serveis Socials i Promoció Social. Productivitat funcionàris,,2310.0,1.0,51627.96,0.0,51627.96,22988.68
,2310.0,15002.0,Serveis Socials i Promoció Social. Productivitat laborals,,2310.0,1.0,20521.56,780.25,21301.81,11867.57
,2310.0,15003.0,Serveis Socials i Promoció Social Productivitat personal laboral contractat,,2310.0,1.0,3030.0,0.0,3030.0,1144.67
,2310.0,16000.0,Serveis Socials i Promoció Social. Seguridad Social,,2310.0,1.0,130873.37,3200.09,134073.46,32981.12
,2310.0,16008.0,Serveis Socials i Promoció Social. Asistencia médico-farmacéutica,,2310.0,1.0,14000.0,0.0,14000.0,0.0
,2310.0,21200.0,Serveis Socials i Promoció Social Repar. Manteniment i conserv. edificis i altres,,2310.0,2.0,121000.0,0.0,121000.0,2141.27
,2310.0,21300.0,Serveis Socials i Promoció Social.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2310.0,2.0,0.0,0.0,0.0,11383.83
,2310.0,21500.0,Serveis Socials i Promoció Social.Repar. Manteniment i conserv. Mobilliari i béns,,2310.0,2.0,0.0,0.0,0.0,183.17
,2310.0,21600.0,Serveis Socials i Promoció Social Manteniment equisp informàtics,,2310.0,2.0,14000.0,0.0,14000.0,3244.11
,2310.0,21900.0,Serveis Socials i Promoció Social Repar.Mant.Cons.Altr.Inmov.Material,,2310.0,2.0,40000.0,0.0,40000.0,0.0
,2310.0,22000.0,Serveis Socials i Promoció Social.Ordinario no inventariable,,2310.0,2.0,0.0,0.0,0.0,81.94
,2310.0,22001.0,"Serveis Socials i Promoció Social Prensa, revistas, libros y otras publicaciones",,2310.0,2.0,1200.0,0.0,1200.0,416.34
,2310.0,22100.0,Serveis Socials i Promoció Social Energía eléctrica,,2310.0,2.0,42000.0,0.0,42000.0,0.0
,2310.0,22101.0,Serveis Socials i Promoció Social Agua,,2310.0,2.0,7000.0,0.0,7000.0,0.0
,2310.0,22105.0,Serveis Socials i Promoció Social.Productos alimenticios,,2310.0,2.0,0.0,0.0,0.0,7602.26
,2310.0,22110.0,Serveis Socials i Promoció Social.Productos de limpieza y aseo,,2310.0,2.0,0.0,0.0,0.0,15.25
,2310.0,22199.0,Serveis Socials i Promoció Social. Otros suministros,,2310.0,2.0,60000.0,0.0,60000.0,0.0
,2310.0,22601.0,Serveis Socials i Promoció Social.Atenciones protocolarias y representativas,,2310.0,2.0,0.0,0.0,0.0,4843.3
,2310.0,22602.0,Serveis Socials i Promoció Social.Publicidad y propaganda,,2310.0,2.0,0.0,0.0,0.0,726.0
,2310.0,22606.0,"Serveis Socials i Promoció Social.Reuniones, conferencias y cursos",,2310.0,2.0,0.0,0.0,0.0,7971.78
,2310.0,22699.0,Serveis Socials i Promoció Social. Otros gastos diversos,,2310.0,2.0,192527.64,0.0,192527.64,2802.87
,2310.0,22700.0,Serveis Socials i Promoció Social. Limpieza y Aseo,,2310.0,2.0,0.0,0.0,0.0,80702.52
,2310.0,22701.0,Serveis Socials i Promoció Social Seguridad,,2310.0,2.0,30000.0,0.0,30000.0,810.02
,2310.0,22799.0,Serveis Socials i Promoció Social. Otros trabajos realizados por otras empresas y profesionales,,2310.0,2.0,219400.0,0.0,219400.0,31725.52
,2310.0,23000.0,Serveis Socials i Promoció Social.De los miembros de los órganos de gobierno,,2310.0,2.0,0.0,0.0,0.0,16.95
,2310.0,23020.0,Serveis Socials i Promoció Social Del personal no directivo,,2310.0,2.0,3000.0,0.0,3000.0,83.41
,2310.0,23100.0,Serveis Socials i Promoció Social.De los miembros de los órganos de gobierno,,2310.0,2.0,0.0,0.0,0.0,508.46
,2310.0,23110.0,Serveis Socials i Promoció Social.Del personal directivo,,2310.0,2.0,0.0,0.0,0.0,109.14
,2310.0,23120.0,Serveis Socials i Promoció Social.Del personal no directivo,,2310.0,2.0,0.0,0.0,0.0,692.11
,2310.0,23300.0,Serveis Socials i Promoció Social.Altres indemnitzacions per raó de servei,,2310.0,2.0,0.0,0.0,0.0,60.0
,2310.0,46200.0,Serveis Socials i Promoció Social. Transferències corrents a Ajuntaments,,2310.0,4.0,1900000.0,200000.0,2100000.0,0.0
,2310.0,48900.0,Serveis Socials i Promoció Social. Transferències corrents a fam. i instit. sense fi de lucre,,2310.0,4.0,688000.2,945000.0,1633000.2,763792.6
,2310.0,48901.0,Serveis Socials i Promoció Social. Subvencions nominatives,,2310.0,4.0,174000.0,0.0,174000.0,0.0
,2310.0,61900.0,Serveis Socials i Promoció Social.Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,2310.0,6.0,0.0,0.0,0.0,0.0
,2310.0,62500.0,Serveis Socials i Promoció Social.Inversió nova de mobiliari i béns,,2310.0,6.0,0.0,0.0,0.0,3118.17
,2310.0,63200.0,Serveis Socials i Promoció Social.Industrials,,2310.0,6.0,0.0,0.0,0.0,2875.55
,2310.0,63203.0,Serveis Socials i Promoció Social. Otras construcciones,,2310.0,6.0,1165000.0,-472500.0,692500.0,0.0
,2310.0,63301.0,Serveis Socials i Promoció Social.Instalaciones,,2310.0,6.0,0.0,0.0,0.0,7502.19
,2310.0,76200.0,Serveis Socials i Promoció Social Transf.Cap.Ajuntaments,,2310.0,7.0,224375.0,0.0,224375.0,50000.0
,2310.0,78900.0,Serveis Socials i Promoció Social Transferències de capital a famílies i instit. sense ànim de lucre,,2310.0,7.0,1109999.64,-472500.0,637499.64,568.7
,2311.0,13000.0,Oficina de la Dona. Retribuciones básicas,,2311.0,1.0,104810.18,0.0,104810.18,49319.12
,2311.0,13002.0,Oficina de la Dona. Otras remuneraciones,,2311.0,1.0,158230.04,0.0,158230.04,75689.62
,2311.0,13100.0,Oficina de la Dona Retribucions personal laboral temporal,,2311.0,1.0,38569.98,0.0,38569.98,16590.15
,2311.0,15002.0,Oficina de la Dona. Productivitat laborals,,2311.0,1.0,27270.0,0.0,27270.0,13029.01
,2311.0,15003.0,Oficina de la Dona Productivitat personal laboral contractat,,2311.0,1.0,3030.0,0.0,3030.0,1313.04
,2311.0,16000.0,Oficina de la Dona. Seguridad Social,,2311.0,1.0,102676.7,0.0,102676.7,33221.3
,2311.0,21200.0,Oficina de la Dona.Repar. Manteniment i conserv. edificis i altres,,2311.0,2.0,0.0,0.0,0.0,5035.4
,2311.0,21500.0,Oficina de la Dona.Repar. Manteniment i conserv. Mobilliari i béns,,2311.0,2.0,0.0,0.0,0.0,107.8
,2311.0,22105.0,Oficina de la Dona. Productos alimenticios,,2311.0,2.0,30000.0,0.0,30000.0,322.0
,2311.0,22106.0,Oficina de la Dona. Productos farmacéuticos y material sanitario,,2311.0,2.0,4000.0,0.0,4000.0,18.44
,2311.0,22110.0,Oficina de la Dona.Productos de limpieza y aseo,,2311.0,2.0,0.0,0.0,0.0,343.7
,2311.0,22699.0,Oficina de la Dona. Otros gastos diversos,,2311.0,2.0,30000.0,0.0,30000.0,81.01
,2311.0,22700.0,Oficina de la Dona. Limpieza y Aseo,,2311.0,2.0,8000.0,0.0,8000.0,0.0
,2311.0,22701.0,Oficina de la Dona.Seguridad,,2311.0,2.0,0.0,0.0,0.0,119.79
,2311.0,22799.0,Oficina de la Dona. Otros trabajos realizados por otras empresas y profesionales,,2311.0,2.0,40000.0,0.0,40000.0,0.0
,2311.0,61900.0,Oficina de la Dona Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,2311.0,6.0,25000.0,0.0,25000.0,22826.7
,2312.0,12000.0,Menors Sueldos del Grupo A1,,2312.0,1.0,14824.22,0.0,14824.22,7412.11
,2312.0,12004.0,Menors Sueldos del Grupo C2,,2312.0,1.0,8462.46,7857.21,16319.67,7251.96
,2312.0,12005.0,Menors Sueldos del Grupo E,,2312.0,1.0,7755.44,0.0,7755.44,3212.97
,2312.0,12006.0,Menors Trienios,,2312.0,1.0,3674.18,0.0,3674.18,1911.25
,2312.0,12100.0,Menors Complemento de destino,,2312.0,1.0,17863.16,4004.91,21868.07,9341.64
,2312.0,12101.0,Menors Complemento específico,,2312.0,1.0,30781.52,4785.04,35566.56,11867.95
